filename, start, end, duration, max_gap,networkSize
AIDOC_0x584b44853680ee34a0f337b712a8f66d816df151.csv,2017-12-17,2023-11-04,2148,66,23.886415481567383
AION_0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466.csv,2017-10-11,2019-05-28,594,3,25.433053016662598
AIRDROP_0xba7435a4b4c747e0101780073eeda872a69bdcd4.csv,2018-04-19,2023-09-22,1982,79,86.6991605758667
AIT_0x79650799e7899a802cb96c0bc33a6a8d4ce4936c.csv,2018-01-05,2023-11-04,2129,90,25.207963943481445
AI_0x5121e348e897daef1eef23959ab290e5557cf274.csv,2017-10-30,2023-06-19,2058,347,28.31833553314209
AKITA_0x3301ee63fb29f863f2333bd4466acb46cd8323e6.csv,2021-01-31,2023-11-04,1007,1,73.01644802093506
ALC_0x1953da0e7087ca94fa3bc467fb3599c9285a3b47.csv,2020-01-02,2020-09-26,268,74,31.4591007232666
ALC_0x9e15f8ad98e95033c1d4798458cec34a4b5972b0.csv,2019-08-21,2022-09-21,1127,335,233.29884815216064
ALC_0xa3f440ef604a6380a030360f85bb0dedb6db5a85.csv,2020-01-18,2021-07-18,547,54,205.45153141021729
ALX_0x49b127bc33ce7e1586ec28cec6a65b112596c822.csv,2018-05-03,2023-07-05,1889,177,13.928838729858398
AMB_0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce.csv,2017-10-22,2023-10-16,2185,30,75.92148303985596
AMN_0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c.csv,2018-02-24,2023-10-26,2070,47,13.772651672363281
AMPX_0x735af341f2d9ce3663616cd84ff522dbf62fbc1f.csv,2018-11-14,2019-12-02,383,219,13.203818321228027
AMP_0x1924c657d6a772816601fc5edf78377c23686e95.csv,2018-11-28,2022-05-13,1262,151,18.2934513092041
ANEX_0xdc17e8a84fee8b52e4de7a85160f8cdbb3bb2494.csv,2018-01-24,2022-11-27,1768,342,263.14570713043213
ANKR_0x8290333cef9e6d528dd5618fb97a76f268f3edd4.csv,2019-02-21,2023-11-04,1717,7,112.90098571777344
ANT_0x960b236a07cf122663c4303350609a66a7b288c0.csv,2017-05-15,2023-11-04,2364,5,55.4730749130249
AOA_0x9ab165d795019b6d8b3e971dda91071421305e5a.csv,2018-05-18,2023-11-03,1995,33,37.388383865356445
APG_0x4ed25d8577feb83946b1548998fb7b157ead8bb9.csv,2018-06-19,2022-06-26,1468,477,10.696463584899902
APPC_0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db.csv,2017-11-06,2023-11-03,2188,18,15.800193786621094
APPU_0x1bb877351a0c5985a53fb7ca3c38a2d5871dcc71.csv,2018-12-26,2021-07-05,922,219,19.171740531921387
AQN_0x55652ce84d686177c8946e8c78078c0d6cfa4b30.csv,2020-06-23,2023-07-09,1111,35,26.323335647583008
ARAW_0x30680ac0a8a993088223925265fd7a76beb87e7f.csv,2018-06-20,2023-10-22,1950,70,15.73920726776123
ARCONA_0x0f71b8de197a1c84d31de0f1fa7926c365f052b3.csv,2018-04-14,2023-11-04,2030,24,12.584931373596191
ARC_0xc82e3db60a52cf7529253b4ec688f631aad9e7c2.csv,2022-03-08,2023-11-04,606,1,11.955068588256836
ARN_0xba5f11b16b155792cf3b2e6880e8706859a8aeb6.csv,2017-11-03,2023-10-09,2166,149,14.479451179504395
ARP_0xbeb6fdf4ef6ceb975157be43cbe0047b248a8922.csv,2018-04-25,2023-06-24,1886,247,21.179521560668945
ASC_0xa5763bf433f2f154b798b924fb2f6c54137b3522.csv,2019-08-16,2021-08-29,744,265,11.049312591552734
ASKT_0x1f28f618a2b4e1882ed062db9a4f6298f125e4b8.csv,2018-12-27,2020-04-15,475,39,79.23218631744385
AST_0x27054b13b1b798b345b591a4d22e6562d47ea75a.csv,2017-10-10,2023-11-04,2216,2,38.929619789123535
ATB_0x6c22dd71cde0af8a67e20db8c7f81d74daf48f7a.csv,2019-03-20,2019-09-18,182,109,25.254136085510254
ATB_0xbc4162d53f945266684f4e5e48d545f206bc1ca5.csv,2019-08-16,2022-06-12,1031,900,162.1595344543457
ATCC_0xddaaf4a0702a03a4505f2352a1aba001ffc344be.csv,2018-09-28,2023-07-02,1738,352,24.10994529724121
ATIC_0x81ea14e770101e2dfa61df3f38b663084bb0b7e8.csv,2019-07-01,2022-12-24,1272,156,11.12493896484375
ATM_0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139.csv,2017-09-18,2023-10-30,2233,134,10.415624618530273
Atp_0x66e2e867b93fbe69f84387427d08861285a9a65a.csv,2018-08-14,2023-10-05,1878,339,12.601109504699707
AUC_0xc12d099be31567add4e4e4d0d45691c3f58f5663.csv,2018-03-26,2023-10-31,2045,22,14.955059051513672
AUG_0xb4e9f4a0f5d91ea9ea612b5ada9b4c0904a96de0.csv,2018-10-30,2019-05-12,194,41,20.49581527709961
AURA_0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814.csv,2018-01-18,2023-10-30,2111,19,18.8214111328125
AUSD_0x64cfc7428621b2b118896670c0b4d52ab020ee6a.csv,2018-11-22,2023-06-12,1663,264,22.734414100646973
AUTU_0x829aa8e3455d0d6f18ed46121a64268ca0782465.csv,2020-08-21,2023-08-15,1089,374,18.275775909423828
AVINOC_0xf1ca9cb74685755965c7458528a36934df52a3ef.csv,2018-07-27,2023-11-04,1926,33,61.12008190155029
AWC_0xad22f63404f7305e4713ccbd4f296f34770513f4.csv,2018-06-18,2023-11-04,1965,81,24.474407196044922
AXIE_0xf5b0a3efb8e8e4c201e2a935f110eaaf3ffecb8d.csv,2018-03-14,2023-08-31,1996,170,140.90707397460938
AXPR_0xc39e626a04c5971d770e319760d7926502975e47.csv,2018-07-22,2020-10-04,805,4,14.332476615905762
AZ_0x77fe30b2cf39245267c0a5084b66a560f1cf9e1f.csv,2019-01-09,2023-10-22,1747,105,59.52048969268799
AZ_0xeccab39acb2caf9adba72c1cb92fdc106b993e0b.csv,2018-09-27,2023-06-20,1727,69,19.73936939239502
B91_0x1519aff03b3e23722511d2576c769a77baf09580.csv,2019-05-12,2023-03-29,1417,189,35.695427894592285
BADGER_0x3472a5a71965499acd81997a54bba8d852c6e53d.csv,2020-11-28,2023-11-04,1071,5,100.78308010101318
BAR_0xc7579bb99af590ec71c316e1ac4436c535039594.csv,2017-11-21,2023-05-23,2009,115,18.425307273864746
BasilToken_0x800e09b8e24d37ac184b8b2a81a1637fc317896e.csv,2018-11-09,2020-04-26,534,50,12.37220287322998
BAXBNT_0xa9de5935ae3eae8a7f943c9329940eda160267f4.csv,2018-03-13,2021-10-25,1322,667,10.205326080322266
BAX_0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb.csv,2018-02-05,2023-11-04,2098,31,37.43701934814453
BBC_0xe7d3e4413e29ae35b0893140f4500965c74365e5.csv,2018-03-20,2023-09-09,1999,74,23.546689987182617
BCAC_0x1abdb309aa592f00a101c545168bfdf9a6ec61ce.csv,2019-07-13,2023-02-04,1302,263,18.607272148132324
BCAC_0x2ad8529da0488a7c2a1af1e22d1902f7ad2943eb.csv,2019-03-21,2021-12-14,999,619,11.419795989990234
BCAC_0xe36df5bb57e80629cfc28a31e5f794071c085eca.csv,2018-07-26,2022-12-28,1616,326,64.50935554504395
BCB_0x9f138d5d9e24186ec96b35e5b5530c907860a78d.csv,2018-01-13,2023-10-16,2102,878,10.821059226989746
BCCO_0xd294fb1b8b1169dc634017f60d9ca36a5701bd7d.csv,2018-05-18,2022-12-01,1658,202,10.03291130065918
BCHC_0x2ab05b915c30093679165bcdba9c26d8cd8bee99.csv,2019-04-23,2023-10-27,1648,61,22.093894004821777
BCLS_0x3616fd03f11e22942e4fc01cdd0f1ca7cc7bb93d.csv,2019-03-04,2023-10-20,1691,242,54.61687755584717
BCPT_0x1c4481750daa5ff521a2a7490d9981ed46465dbd.csv,2017-09-29,2023-10-10,2202,86,17.886988639831543
BCV_0x1014613e2b3cbc4d575054d4982e580d9b99d7b1.csv,2018-01-28,2023-01-13,1811,334,32.4282112121582
BC_0xd73be539d6b2076bab83ca6ba62dfe189abc6bbe.csv,2018-04-25,2023-09-23,1977,68,38.256163597106934
BDG_0x1961b3331969ed52770751fc718ef530838b6dee.csv,2017-11-28,2023-10-23,2155,59,21.510336875915527
BEAUTY_0x0fb52add090338dda73bdb421d8ada0da57126ac.csv,2018-07-12,2020-02-14,582,67,20.537386894226074
BEAUTY_0x623afe103fb8d189b56311e4ce9956ec0989b412.csv,2018-03-08,2020-05-06,790,70,10.759675979614258
BEAUTY_0xa7d81c86f9934b56dd00fa826c319330d628d31f.csv,2018-04-26,2018-07-23,88,2,22.898374557495117
BEC_0x3495ffcee09012ab7d827abf3e3b3ae428a38443.csv,2018-04-23,2023-09-02,1958,194,113.75042915344238
BEC_0xc5d105e63711398af9bbff092d4b6769c82f793d.csv,2018-02-11,2018-04-22,70,2,200.7186460494995
BEE_0x4d8fc1453a0f359e99c9675954e656d80d996fbf.csv,2018-01-30,2023-10-18,2087,51,10.06454086303711
betbeb.com_0xc30951ff31c04a47b26ce496b0510a3b2d709e92.csv,2020-03-06,2023-06-28,1209,143,11.670448303222656
BEY_0x66e5dbc7fece1d31eb60af8cfa0563ec0d1a81bd.csv,2018-07-25,2021-09-06,1139,421,11.6812162399292
BFC_0x4d31200e6d7854c2f664af7fc38a21600960f74d.csv,2020-06-18,2023-07-07,1114,223,38.62552261352539
BFDT_0xd2d0f85b690604c245f61513bf4679b24ed64c35.csv,2018-03-12,2023-10-08,2036,593,23.171015739440918
BFV_0xd2502768fb84b1e543daafcef5ccee39011b6cb4.csv,2018-11-12,2020-11-28,747,94,32.44357204437256
BFX_0xbc2faad1ec407571249b0e874a9abd840111389b.csv,2019-09-29,2021-02-03,493,83,99.82910346984863
BGR_0xd6df5935cd03a768b7b9e92637a01b25e24cb709.csv,2018-03-07,2022-09-23,1661,455,19.07627010345459
BHEC_0xd7aca469370a67917f687ca61f225caa0b3dc8cb.csv,2018-12-10,2020-03-25,471,151,10.2669677734375
BHTX_0xb0ca787f8cf38f077e8201b05378da230a8b462f.csv,2019-02-25,2023-04-11,1506,207,14.3129243850708
BHU_0xfb2ddbcea1e9d43402e6089e5210d59522b1dce2.csv,2020-02-10,2020-09-01,204,17,10.198397636413574
BIM_0x329319ebe02eac3de77a9aa379d620ba653b2136.csv,2020-06-11,2023-08-01,1146,39,19.159765243530273
Bitcoinereum_0x03df4c372a29376d2c8df33a1b5f001cd8d68b0e.csv,2017-10-10,2023-05-23,2051,973,50.81854820251465
Bitc_0x5c4ed1f2e64f0aa8c6ddfdc5814f169dae487dcc.csv,2018-09-21,2020-01-03,469,127,10.528079986572266
BITE_0x1530df3e1c69501d4ecb7e58eb045b90de158873.csv,2018-02-14,2023-10-02,2056,209,53.02738380432129
BKBT_0x6a27348483d59150ae76ef4c0f3622a78b0ca698.csv,2018-01-29,2023-09-26,2066,93,12.03270149230957
BKC_0xc88be04c809856b75e3dfe19eb4dcf0a3b15317a.csv,2018-10-25,2023-03-16,1603,538,18.277281761169434
bkex.com_0xba5f00a28f732f23ba946c594716496ebdc9aef5.csv,2018-06-07,2023-02-27,1726,77,11.831554412841797
BLOC_0x6f919d67967a97ea36195a2346d9244e60fe0ddb.csv,2019-04-08,2023-11-02,1669,43,11.737099647521973
BLT_0x107c4504cd79c5d2696ea0030a8dd4e92601b82e.csv,2017-11-29,2023-11-03,2165,14,13.489889144897461
BLZ_0x5732046a883704404f284ce41ffadd5b007fd668.csv,2018-01-15,2023-11-04,2119,5,43.92349624633789
BMC_0x986ee2b944c42d017f52af21c4c69b84dbea35d8.csv,2017-12-28,2023-11-04,2137,9,15.067903518676758
BNB_0xb8c77482e45f1f44de1745f52c74426c631bdd52.csv,2017-07-07,2023-11-04,2311,1,174.69935131072998
BOBx_0xd3ace836e47f7cf4948dffd8ca2937494c52580c.csv,2018-04-16,2023-10-16,2009,208,33.28419589996338
BORA_0x26fb86579e371c7aedc461b2ddef0a8628c93d3b.csv,2018-07-02,2021-10-29,1215,159,20.00802516937256
BOX_0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f.csv,2018-05-16,2023-10-29,1992,28,17.27601146697998
BPTN_0x6c22b815904165f3599f0a4a092d458966bd8024.csv,2018-01-18,2023-06-20,1979,129,12.698973655700684
BQTX_0x9d8be94d0612170ce533ac4d7b43cc3cd91e5a1a.csv,2018-08-03,2023-03-29,1699,92,15.744444847106934
BQ_0xf0f8b0b8dbb1124261fc8d778e2287e3fd2cf4f5.csv,2017-05-01,2021-06-14,1505,225,31.41670036315918
BRC_0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34.csv,2018-06-05,2023-04-07,1767,190,214.93079662322998
BRD_0x558ec3152e2eb2174905cd19aea4e34a23de9ad6.csv,2017-12-16,2023-11-04,2149,5,27.698354721069336
BRM_0xd7732e3783b0047aa251928960063f863ad022d8.csv,2018-03-10,2023-07-01,1939,171,39.624629974365234
BTA_0xd2bd6415db70a0f0b26c973b15b63bac74f5c9c6.csv,2018-11-30,2022-09-21,1391,259,24.20295238494873
BTCG_0xcde3ef6cacf84ad36d8a6eccc964f25351296d36.csv,2017-12-23,2021-06-20,1275,140,28.74994945526123
BTE_0x6733d909e10ddedb8d6181b213de32a30ceac7ed.csv,2017-11-03,2020-04-11,890,249,11.761404037475586
BTK_0xdb8646f5b487b5dd979fac618350e85018f557d4.csv,2018-01-19,2023-10-16,2096,132,15.783674240112305
BTMC_0x4a8f44be523580a11cdb20e2c7c470adf44ec9bb.csv,2018-04-23,2023-05-21,1854,242,77.1302080154419
BTM_0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750.csv,2017-07-13,2023-10-09,2279,45,48.21175956726074
BTO_0x36905fc93280f52362a1cbab151f25dc46742fb5.csv,2017-12-26,2023-01-24,1855,125,11.192046165466309
BULLEON-X_0x4f4d22ca77222ae3d51e308c9a8f0e564f98e77a.csv,2018-09-22,2021-07-06,1018,67,31.082199096679688
BULLEON_PROMO_0xd4de05944572d142fbf70f3f010891a35ac15188.csv,2018-08-27,2023-06-10,1748,259,45.4189453125
BUT_0xb2e260f12406c401874ecc960893c0f74cd6afcd.csv,2018-02-05,2023-09-26,2059,122,14.771116256713867
BUX_0x12d79c345cac7b050a5ff0797b5a607e254c73f5.csv,2020-02-06,2023-05-09,1188,361,43.566511154174805
BXA_0x98d8d146e644171cd47ff8588987b7bdeef72a87.csv,2018-12-12,2023-11-01,1785,87,26.48791217803955
BXBC_0x7eefdabcf01ea45d60b3fffca90df1a160c5311d.csv,2018-12-31,2020-11-04,674,134,17.68240451812744
BxC_0xdecf7be29f8832e9c2ddf0388c9778b8ba76af43.csv,2018-09-15,2023-10-07,1848,63,12.387279510498047
BZH_0x3685ee91777e3ed4ba4122c429c504df833c3b26.csv,2018-06-29,2023-02-21,1698,235,15.093061447143555
BZZ_0x19062190b1925b5b6689d7073fdfc8c2976ef8cb.csv,2021-06-09,2023-11-04,878,10,23.087044715881348
C20_0x26e75307fc0c021472feb8f727839531f112f317.csv,2018-01-15,2023-11-03,2118,11,11.7837553024292
CANDY_0x45555629aabfea138ead1c1e5f2ac3cce2add830.csv,2018-02-09,2023-10-08,2067,107,67.05701446533203
CANDY_0xf2eab3a2034d3f6b63734d2e08262040e3ff7b48.csv,2018-01-12,2023-10-16,2103,81,20.529595375061035
CAN_0x1d462414fe14cf489c7a21cac78509f4bf8cd7c0.csv,2017-10-03,2023-10-21,2209,81,18.898372650146484
CASAS_0xa6f53672a40ab4ef7ffd8497d8abb843718ecb22.csv,2019-04-30,2020-10-30,549,93,15.826156616210938
CAS_0xe8780b48bdb05f928697a5e8155f672ed91462f7.csv,2018-01-04,2023-10-27,2122,71,17.693100929260254
CAT_0x1234567461d3f8db7496581774bd869c83d51c93.csv,2017-12-26,2023-10-17,2121,123,48.10861396789551
CAT_0x68e14bb5a45b9681327e16e528084b9d962c1a39.csv,2017-11-22,2020-01-31,800,90,17.97450065612793
CCBrother_0x0445ae32d33066a29e4573bf15d4a2a9690ab754.csv,2017-11-10,2023-10-15,2165,717,12.667387008666992
CCCoin_0x71320e08c267746616456aeca4efde73ed98caf3.csv,2018-02-09,2021-04-06,1152,302,10.208733558654785
ccnext_0x518aaaf9af1ebaefa206574e16f61f6af9c36235.csv,2019-03-01,2019-11-16,260,92,17.86662483215332
CCY_0xa34d29cf8a06e8d05d22454cc33e5fbe7a3d3213.csv,2019-01-21,2022-09-21,1339,221,22.26170825958252
CDT_0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af.csv,2017-07-25,2023-10-31,2289,16,23.73832607269287
CEEK_0xb056c38f6b7dc4064367403e26424cd2c60655e1.csv,2018-06-01,2023-11-04,1982,4,23.426118850708008
CELR_0x4f9254c83eb525f9fcf346490bbb3ed28a81c667.csv,2019-03-19,2023-11-04,1691,1,39.68380928039551
CEL_0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d.csv,2018-04-11,2023-11-04,2033,7,163.3411750793457
CENNZ_0x1122b6a0e00dce0563082b6e2953f3a943855c1f.csv,2018-01-09,2023-11-03,2124,35,19.648762702941895
Centra_0x96a65609a7b84e8842732deb08f56c3e21ac6f8a.csv,2017-08-05,2023-11-03,2281,87,16.220332145690918
CETH_0x26c7bdd051318b48092390eabd1b69fce5080b25.csv,2018-07-21,2020-03-04,592,150,12.727131843566895
CGCX_0x8b35368ccbadbfbf2d19e8d3d8e58e3ddb63853a.csv,2018-09-15,2023-03-14,1641,46,16.710309982299805
CGK_0xd515cfbe2c848bc9daa5460dae52425bff54e4c0.csv,2018-03-29,2022-01-01,1374,201,18.846837997436523
CGW_0x977b0584b50cdd64e2f8185b682a1f256448c7c8.csv,2018-04-30,2022-03-23,1423,95,11.253639221191406
CHAT_0x442bc47357919446eabc18c7211e57a13d983469.csv,2017-12-07,2023-10-31,2154,38,17.240185737609863
CHL_0x8b8e088c7ad40d70d0a8183a399c8f9c24b5c8d8.csv,2019-02-14,2023-09-05,1664,98,27.118521690368652
CHP_0xf3db7560e820834658b590c96234c333cd3d5e5e.csv,2018-01-18,2023-10-26,2107,36,27.293031692504883
CHSB_0xba9d4199fab4f26efe3551d490e3821486f135ba.csv,2017-11-01,2023-11-04,2194,36,29.8593692779541
CHZ_0x3506424f91fd33084466f402d5d97f05f8e3b4af.csv,2018-10-26,2023-11-04,1835,34,272.3824214935303
CIBS_0x51b4b27a7bd296fd34ca7c469f49d5bcd7fe5137.csv,2020-07-30,2023-10-17,1174,313,17.698359489440918
Cielo_0x70ffd1b05b1678ea769f12111d805f2af91f7241.csv,2018-11-30,2023-06-27,1670,203,10.485369682312012
CIT_0xc54083e77f913a4f99e1232ae80c318ff03c9d17.csv,2018-05-28,2023-08-02,1892,393,21.232550621032715
CLEAR_0x410af23334e26aa13c1f3e630bae006bdd313264.csv,2018-05-08,2022-11-29,1666,87,14.669463157653809
CMIT_0xe11609b9a51caf7d32a55896386ac52ed90e66f1.csv,2018-06-13,2023-08-28,1902,178,10.691788673400879
CMT_0xf85feea2fdd81d51177f6b8f35f0e6734ce45f5f.csv,2017-12-05,2018-10-10,309,1,34.14400291442871
CNCC_0xbe15c4ebb73a67ddd94b83b237d2bdde5a5079ba.csv,2018-10-27,2022-05-17,1298,441,23.344840049743652
CND_0xd4c435f5b09f855c3317c8524cb1f586e42795fa.csv,2017-09-09,2023-11-04,2247,18,41.80496025085449
CNMC_0x8a3e08353e3c64d9fa5683bb5e2fbbf8aef7e7e9.csv,2018-01-27,2022-05-17,1571,539,22.694790840148926
CNNS_0x6c3be406174349cfa4501654313d97e6a31072e1.csv,2019-04-02,2023-10-06,1648,40,27.376893997192383
CNN_0x8713d26637cf49e1b6b4a7ce57106aabc9325343.csv,2018-02-28,2023-10-19,2059,49,31.736251831054688
COB_0xb2f7eb1f2c37645be61d73953035360e768d81e6.csv,2017-09-11,2023-11-04,2245,108,16.20967674255371
COCC_0x7537aef853f63f114e6152956faf26488c08cc84.csv,2017-12-14,2022-11-29,1811,408,11.886693000793457
CODX_0xf226e38c3007b3d974fc79bcf5a77750035436ee.csv,2018-07-19,2022-12-23,1618,144,81.16033172607422
COFI_0x3136ef851592acf49ca4c825131e364170fa32b3.csv,2018-01-26,2023-11-04,2108,27,17.07898235321045
COMC_0xa5e99ad202bdd71d3518306cf4dd163261981af1.csv,2018-07-23,2022-09-21,1521,127,32.047264099121094
CONS041_0xac21cccde31280257784f02f7201465754e96b0b.csv,2018-01-14,2023-02-10,1853,365,10.027862548828125
CONS108_0xad5017098e876a277885ae4a2ed3d9d6c7d3d38e.csv,2018-02-03,2023-02-10,1833,542,11.199933052062988
CON_0x4dd672e77c795844fe3a464ef8ef0faae617c8fb.csv,2018-11-23,2023-11-03,1806,38,29.03342628479004
COSM_0xc4bcd64cb216d49fd3c643a32762f34626b45a1a.csv,2018-04-08,2019-04-04,361,7,11.041841506958008
COS_0x589891a198195061cb8ad1a75357a3b7dbadd7bc.csv,2018-06-13,2023-11-04,1970,20,10.558320045471191
COTI_0xddb3422497e61e13543bea06989c0789117555c5.csv,2019-06-27,2023-11-04,1591,3,61.434593200683594
COT_0x5c872500c00565505f3624ab435c222e558e9ff8.csv,2018-11-01,2023-11-02,1827,14,12.575273513793945
CPCT_0x8fdcc30eda7e94f1c12ce0280df6cd531e8365c5.csv,2018-06-08,2022-09-18,1563,365,365.8051300048828
CPC_0xfae4ee59cdd86e3be9e8b90b53aa866327d7c090.csv,2018-01-17,2023-11-01,2114,36,12.105986595153809
CPOS_0x3b8a1122316a9520b4ffe867f56a130c1524a64f.csv,2019-02-22,2022-09-21,1307,214,35.4288854598999
CPTLX_0x504b60a4133699c7056b58d3fe11ea73865a2d65.csv,2020-03-10,2022-06-09,821,66,53.7471399307251
CPTL_0x115e29615d1c10c8ddf826e4faec64ef6c1e3357.csv,2020-03-24,2023-09-12,1267,64,28.402912139892578
CPTL_0xda605fd5e003e6de0f33f6474080623fa6483e3e.csv,2018-10-17,2023-01-30,1566,304,48.59675216674805
CPT_0x88d50b466be55222019d71f9e8fae17f5f45fca1.csv,2018-01-19,2023-10-25,2105,37,25.820046424865723
CRD_0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc.csv,2018-04-11,2023-10-16,2014,218,10.086723327636719
CREDO_0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be.csv,2017-06-02,2023-05-25,2183,104,18.88725757598877
CRE_0x115ec79f1de567ec68b7ae7eda501b406626478e.csv,2018-06-24,2023-11-04,1959,265,38.90310001373291
CRE_0x61f33da40594cec1e3dc900faf99f861d01e2e7d.csv,2018-01-11,2023-11-04,2123,233,23.920804977416992
CRO_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b.csv,2018-11-14,2023-11-04,1816,1,280.792555809021
CRPT_0x80a7e048f37a50500351c204cb407766fa3bae7f.csv,2017-11-07,2023-11-04,2188,17,40.79001426696777
CSAC_0x93c564d4cc593867daae181eb3b494a2362b1ec5.csv,2018-12-05,2022-05-17,1259,675,12.788664817810059
CSCNFT_0x4d3814d4da8083b41861dec2f45b4840e8b72d68.csv,2018-07-30,2023-08-20,1847,60,24.152851104736328
CSM_0xd8698a985b89650d0a70f99ad2909bd0c0b4b51c.csv,2018-02-03,2023-06-11,1954,715,30.034873008728027
CS_0x46b9ad944d1059450da1163511069c718f699d31.csv,2018-02-17,2020-12-22,1039,25,24.500675201416016
CTT_0xf0ddd41ac68b71ecbad395aa6240c41c5b55c749.csv,2018-09-20,2021-05-29,982,332,11.865294456481934
CTXC_0xea11755ae41d889ceec39a63e6ff75a02bc1c00d.csv,2018-03-10,2023-11-01,2062,95,14.814444541931152
CVC_0x41e5560054824ea6b0732e656e3ad64e20e94e45.csv,2017-07-12,2023-11-04,2306,1,145.77898025512695
CVNT_0x6400b5522f8d448c0803e6245436dd1c81df09ce.csv,2018-12-17,2023-11-03,1782,41,18.71788215637207
CVT_0xbe428c3867f05dea2a89fc76a102b544eac7f772.csv,2018-03-04,2023-11-02,2069,19,23.24104118347168
cV_0xda6cb58a0d0c01610a29c5a65c303e13e885887c.csv,2017-12-13,2023-10-17,2134,94,12.458197593688965
CWV_0xed494c9e2f8e34e53bdd0ea9b4d80305cb15c5c2.csv,2018-05-31,2023-06-17,1843,180,25.277429580688477
CYFM_0x3f06b5d78406cd97bdf10f5c420b241d32759c80.csv,2018-04-19,2022-12-31,1717,108,10.490092277526855
DAB_0x5e7ebea68ab05198f771d77a875480314f1d0aae.csv,2019-06-24,2023-06-11,1448,260,138.1958122253418
DACC_0xf8c595d070d104377f58715ce2e6c93e49a87f3c.csv,2018-05-31,2023-10-28,1976,131,41.59127235412598
DAC_0xaad54c9f27b876d2538455dda69207279ff673a5.csv,2018-06-04,2023-09-27,1941,45,25.165515899658203
DADI_0xfb2f26f266fb2805a387230f2aa0a331b4d96fba.csv,2017-11-20,2023-06-30,2048,88,10.247175216674805
DAEChain_Initial_Token_0x05ff5af70bd26c4cb93b4bb1028d38f1f251057b.csv,2018-10-09,2020-01-20,468,84,13.98218059539795
DAGT_0x56d1ae30c97288da4b58bc39f026091778e4e316.csv,2018-04-11,2023-04-03,1818,343,10.542071342468262
